trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.6097905754324502}",30,12,-17.444008999255917,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.6058201566434629}",30,0,-84.11719368412818,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.6018345923821126}",30,0,-101.359819293508,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.5978339822872982}",20,16,8.931665546413992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.5938184263740639}",25,0,-92.17125172500978,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.5897880250310983}",20,0,-83.65204906977084,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.5857428790182249}",20,0,-52.529294030578356,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.5816830894638835}",25,0,-54.044861804692445,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.5776087578626015}",25,0,-77.18857349386565,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.5735199860724567}",20,12,-25.844152852527582,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.5694168763125309}",35,12,-10.311330917964872,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.5652995311603544}",20,11,-8.756500954253866,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.5611680535493415}",20,10,0.8857516792392603,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.5570225467662173}",20,0,-106.52840814438615,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.5528631144484356}",20,6,-49.27614831450491,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
198,False,"{'a': 0.5, 'e': 0.5486898605815876}",20,9,-1.0293875109822679,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.5445028894968027}",20,14,-1.2833744183323177,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.5403023058681398}",20,14,-13.175807610974564,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.5360882147099708}",20,9,-23.44650690618549,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.5318607213743555}",20,0,7.430274268816375,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.5276199315484067}",20,0,-91.50363741573308,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.5233659512516496}",20,0,13.264185894422722,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.5190988868333698}",30,10,-27.91619253052769,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.5148188449699553}",30,21,16.8425313811059,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.5105259326622303}",20,2,-83.04076529105821,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 2}",1
208,False,"{'a': 0.5, 'e': 0.5062202572327784}",25,3,-48.98123745671749,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
209,False,"{'a': 0.5, 'e': 0.5019019263232615}",35,16,-19.629098587246634,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.497571047891727}",25,13,-5.506748022277055,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.4932277302099105}",35,21,13.254771940365426,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.48887208186052755}",20,16,6.469010882882591,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.4845042117345603}",20,12,-7.694926297476768,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.48012422902853413}",20,0,-47.88208616593122,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.4757322432417888}",20,5,9.575740236225855,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.47132836417373997}",20,3,-69.76720736015545,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.4669127019211353}",20,6,-76.48701382670929,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
218,False,"{'a': 0.5, 'e': 0.4624853668753008}",20,10,-12.190744607363175,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.45804646971938234}",20,3,-1.2191537581472325,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.4535961214255773}",20,3,-4.466753968182312,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.4491344332523616}",20,1,-28.20421181231236,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.44466151674170673}",25,12,3.2560916688206825,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.440177483716293}",25,0,-48.607885255080774,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.43568244627671204}",25,7,-33.178539532973936,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.4311765167986662}",25,0,-111.26936445573608,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.42665980793015723}",25,0,-27.778646821620526,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.422132432588672}",20,0,-125.11686649542959,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
228,False,"{'a': 0.5, 'e': 0.41759450395835795}",25,11,13.67838591281504,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.4130461354871949}",20,11,6.121484412337326,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.40848744088415717}",25,3,-79.06926993700714,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
231,False,"{'a': 0.5, 'e': 0.40391853411637296}",25,17,0.33801264941160514,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3993395294062732}",25,17,1.6073413533669567,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.39475054122873704}",20,4,-19.827641007132936,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.3901516843082303}",25,7,7.888204212843693,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.385543073615936}",20,0,-20.145057742027596,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.3809248243668818}",20,0,-21.341299675762425,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.3762970520170581}",20,0,-11.170389381703966,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.371659872260533}",20,5,-3.530144334523391,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.3670134010265584}",20,14,3.484419329364445,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.3623577544766736}",20,4,3.0565641227752014,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.3576930490017995}",20,10,-32.45860286357713,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.35301940121933034}",30,10,-63.19034322964242,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.348336927970217}",30,17,6.852960044361121,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.34364574631604705}",20,15,6.2543484684180175,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.3389459735361172}",25,0,10.651753241025656,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.3342377271245026}",30,11,-87.44722007775567,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
247,False,"{'a': 0.5, 'e': 0.32952112478711787}",25,6,-32.85482714834603,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.32479628443877623}",20,7,-52.16130442395324,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.32006332420023986}",25,16,-5.7094759117646445,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.3153223623952687}",20,0,-20.005714245579323,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.3105735175476604}",20,4,0.9308726098591338,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.3058169083782893}",35,21,2.719919525239024,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.3010526538021365}",20,9,-2.071559670405198,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2962808729253187}",20,6,-16.86908204583027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.2915016850421088}",25,5,18.94681346210571,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.28671520963195546}",30,20,8.226133365413034,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2819215663564944}",30,9,34.93418102774023,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2771208750565576}",20,12,18.01492117936965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.272313255749178}",20,4,5.395264454579489,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.26749882862458735}",35,0,-76.93650709893541,"{0: 30, 1: 1, 2: 1, 3: 1, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.26267771404321355}",25,13,22.878487506332675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.2578500325326696}",20,4,-27.31120369669004,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.25301590478474223}",20,0,21.61613426278682,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,5,14.978586846842635,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.24332879414663827}",25,8,-6.04665721349035,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.23847605343372313}",20,15,11.956057948859467,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.23361735083189297}",20,14,1.1413639881050721,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.22875280780845939}",25,11,19.6592433192114,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.22388254597674498}",25,12,-7.16257871575664,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2190066870930415}",25,8,19.15485133436158,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.21412535305356747}",25,7,-17.07233317106667,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.20923866589141926}",20,3,17.61314541188807,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.2043467477735218}",25,11,-4.999770231952316,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.19944972099757285}",20,15,10.34903683676696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.19454770798898718}",20,13,12.580496034404911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.18964083129783424}",30,12,9.578760969139285,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.1847292135957762}",20,8,8.209637414074349,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.17981297767299934}",25,16,-20.837114362041966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.17489224643514614}",25,15,20.630126138890308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.16996714290024081}",20,13,-71.5369648125294,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
281,False,"{'a': 0.5, 'e': 0.16503779019561562}",20,8,22.089997817727546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.16010431155483126}",25,7,16.399454494806957,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.15516683031459658}",25,14,21.46215160197556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.15022546991168584}",20,13,14.028546743262451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.14528035387985133}",25,11,24.55260026723406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.1403316058467367}",30,21,16.21135587720625,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.13537934953078465}",20,11,15.161089026007598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.13042370873814554}",30,18,24.851230810780923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.12546480735958065}",20,3,-12.3395924052522,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.5, 'e': 0.1205027693673666}",30,20,19.838434024374664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.11553771881219435}",20,3,-4.207662135560309,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.11056977982006957}",20,6,14.567942251695786,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.10559907658920793}",20,3,28.442474937822023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.10062573338693172}",25,16,15.929848302385196,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.09564987454656154}",20,12,-10.62970553923781,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.09067162446430967}",25,15,10.343084534279031,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.08569110759616845}",20,8,4.35556954802433,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.08070844845480062}",20,10,20.999294800260447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.07572377160642475}",20,0,32.16345737754607,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.0707372016677029}",30,7,14.518683555587108,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.06574886330262336}",20,12,14.61711718310534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.0607588812193859}",25,11,25.18773567991929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.05576738016728225}",20,8,23.29320267190363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.05077448493357918}",25,19,9.633143009245702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04578032034039706}",20,2,27.382381838187555,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.040785011241591035}",30,16,25.319644423087436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.03578868251962797}",25,11,18.21611784752152,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.030791459082466124}",20,6,23.22020339414343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.02579346586043094}",20,14,13.605015779338693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.02079482780309243}",20,10,20.14242939677464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.01579566987614213}",20,6,21.828071020585888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.010796117058267392}",30,16,28.267769005069294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.00579629433802872}",25,11,4.147155969542949,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.0007963267107332633}",20,9,18.62308302279398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,14,12.443177334681492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,17,26.888997806761854,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,16.509918083431813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,16,27.65701663805651,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,3,24.851070534474566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,12,19.40927203034522,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,11,24.339018014932318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,12,13.553043189816888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,13,34.04027555273125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,5,36.44706346112089,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,11,26.57443284363208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,17,25.993361909269016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,17,38.27478949187448,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,7,36.002895218539436,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,4,26.335600707768684,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,7,26.432602232400356,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,12,19.627246762468914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,16.060505787560853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,20,10.540334259071951,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",35,19,32.59514921003364,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
